"GUIDE_A","GUIDE_B","GUIDE_C","GUIDE_D","RELTRAD","RELPER","IDEO","PARTY","WEIGHT","RELTRADlabels","PARTYlabels"
"Very important",2,2,2,10000,1,3,3,4689.45520953698,"Catholic","Independent"
"Not at all important",1,1,1,100000,4,3,1,2302.64108428982,"Religiously Unaffiliated","Republican"
"Extremely important",1,1,2,1100,2,3,1,5156.17036011592,"Evangelical Protestant","Republican"
"Extremely important",1,1,3,10000,2,2,1,5877.70579627556,"Catholic","Republican"
"Very important",1,1,1,1100,4,3,3,1313.93442166455,"Evangelical Protestant","Independent"
"Not too important",1,1,1,1200,2,3,3,9702.93811891125,"Mainline Protestant","Independent"
"Somewhat important",2,2,1,100000,4,3,3,1901.69241277474,"Religiously Unaffiliated","Independent"
"Very important",2,2,3,1100,1,2,1,8435.9378295493,"Evangelical Protestant","Republican"
"Very important",1,1,1,20000,2,2,1,10355.7777369502,"Mormon","Republican"
"Somewhat important",2,2,2,10000,2,2,1,4555.27673375189,"Catholic","Republican"
"Not too important",1,2,3,100000,4,3,3,2718.63874980656,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,2,4230.0972727289,"Religiously Unaffiliated","Democrat"
"Very important",2,1,3,1300,1,2,2,2339.32840387116,"Historically Black Protestant","Democrat"
"Somewhat important",2,2,1,100000,4,1,3,3984.72095934948,"Religiously Unaffiliated","Independent"
"Very important",2,2,3,1100,2,1,1,5477.55392716912,"Evangelical Protestant","Republican"
"Not too important",2,1,3,100000,4,2,1,1225.35010279544,"Religiously Unaffiliated","Republican"
"Very important",1,1,2,1300,2,3,2,5404.33813350899,"Historically Black Protestant","Democrat"
"Not too important",1,1,1,100000,3,3,3,4790.73229024391,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,2,1200,2,2,1,2351.04036162832,"Mainline Protestant","Republican"
"Very important",2,1,2,10000,3,3,2,8232.47354002458,"Catholic","Democrat"
"Not too important",2,1,2,10000,3,5,2,12637.9144898396,"Catholic","Democrat"
"Very important",2,2,2,1100,2,2,1,1830.81016743777,"Evangelical Protestant","Republican"
"Somewhat important",1,1,2,1200,3,2,1,2790.00870555392,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,50000,2,4,2,4306.85397610704,"Jewish","Democrat"
"Extremely important",1,1,1,1100,1,3,2,3175.66749928052,"Evangelical Protestant","Democrat"
"Very important",1,1,2,10000,2,3,1,4809.98772403236,"Catholic","Republican"
"Not at all important",1,1,2,100000,3,3,1,3881.93697703412,"Religiously Unaffiliated","Republican"
"Very important",2,1,3,20000,1,2,1,1568.51606293395,"Mormon","Republican"
"Very important",2,2,2,10000,2,2,1,1800.03011490038,"Catholic","Republican"
"Somewhat important",1,1,2,70000,3,4,2,1758.38136789569,"Buddhist","Democrat"
"Very important",2,1,1,1200,3,4,2,2640.20276856183,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,10000,3,2,1,9880.47263661903,"Catholic","Republican"
"Extremely important",2,2,3,1100,1,1,1,6255.11828020804,"Evangelical Protestant","Republican"
"Extremely important",3,3,3,1100,1,2,1,1167.15314023777,"Evangelical Protestant","Republican"
"Very important",2,2,2,100000,4,3,3,1764.51714492134,"Religiously Unaffiliated","Independent"
"Not too important",1,2,3,100000,4,5,2,3942.76469724523,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1300,2,4,2,6758.29846088629,"Historically Black Protestant","Democrat"
"Extremely important",1,1,3,1100,3,1,1,9638.41977272463,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,3,4,2,7295.69688450254,"Evangelical Protestant","Democrat"
"Very important",1,1,2,1100,2,2,1,12797.5279362413,"Evangelical Protestant","Republican"
"Very important",2,2,2,10000,2,2,1,4916.75301877384,"Catholic","Republican"
"Not too important",1,1,2,100000,4,4,2,9691.46008980131,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,10000,2,3,2,2005.47061677613,"Catholic","Democrat"
"Very important",2,2,2,1100,3,1,1,61491.6327415816,"Evangelical Protestant","Republican"
"Extremely important",1,1,5,1100,1,2,1,3161.64136774736,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,100000,3,3,4,23920.523253233,"Religiously Unaffiliated","Something else"
"Very important",1,1,1,1200,2,3,1,7371.37316626292,"Mainline Protestant","Republican"
"Somewhat important",2,2,3,100000,3,3,4,3032.93262362033,"Religiously Unaffiliated","Something else"
"Very important",1,1,2,1200,2,3,2,3617.87368693896,"Mainline Protestant","Democrat"
"Somewhat important",1,1,3,10000,2,3,1,1598.53344158277,"Catholic","Republican"
"Extremely important",2,2,3,1100,3,4,3,4640.00233963067,"Evangelical Protestant","Independent"
"Somewhat important",2,2,2,60000,2,3,3,2688.00770762784,"Muslim","Independent"
"Very important",2,2,3,20000,2,3,3,9011.81367800318,"Mormon","Independent"
"Somewhat important",1,3,3,100000,4,4,4,4304.79835293876,"Religiously Unaffiliated","Something else"
"Not at all important",2,2,3,50000,4,3,1,10316.2622814696,"Jewish","Republican"
"Not at all important",1,2,1,100000,4,3,2,935.673006116146,"Religiously Unaffiliated","Democrat"
"Very important",2,2,3,10000,2,3,2,14996.4789360033,"Catholic","Democrat"
"Extremely important",2,1,2,1100,1,1,1,7955.27093241796,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,1,1,1968.26019660721,"Evangelical Protestant","Republican"
"Extremely important",1,2,1,10000,1,1,2,13776.6676587931,"Catholic","Democrat"
"Somewhat important",3,3,3,10000,3,3,1,13862.0848005602,"Catholic","Republican"
"Very important",2,2,1,60000,3,3,3,15132.3516506252,"Muslim","Independent"
"Very important",1,1,3,100000,2,3,4,5303.08761647738,"Religiously Unaffiliated","Something else"
"Somewhat important",2,2,2,100000,3,3,2,11073.7193157118,"Religiously Unaffiliated","Democrat"
"Very important",1,1,2,1200,2,3,2,1687.21900434904,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,1200,2,1,1,6507.30248827603,"Mainline Protestant","Republican"
"Not at all important",1,1,2,100000,4,3,2,832.839445738502,"Religiously Unaffiliated","Democrat"
"Not too important",3,2,2,100000,4,4,2,3493.07415022298,"Religiously Unaffiliated","Democrat"
"Very important",2,3,3,1100,2,3,1,2072.45988371704,"Evangelical Protestant","Republican"
"Extremely important",1,1,3,1100,1,1,1,11192.5407460615,"Evangelical Protestant","Republican"
"Somewhat important",2,1,2,100000,3,5,2,667.010501900611,"Religiously Unaffiliated","Democrat"
"Very important",2,1,2,10000,2,2,1,6466.28207535746,"Catholic","Republican"
"Not at all important",2,2,2,100000,3,5,2,2775.59526269151,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,1200,3,4,2,2220.03250371482,"Mainline Protestant","Democrat"
"Not at all important",1,2,1,100000,4,5,2,30778.6125185523,"Religiously Unaffiliated","Democrat"
"Very important",1,1,2,50000,2,2,1,698.71845296122,"Jewish","Republican"
"Very important",1,1,1,1200,2,3,1,8753.80946920695,"Mainline Protestant","Republican"
"Somewhat important",1,1,3,1200,3,3,3,7036.81098957477,"Mainline Protestant","Independent"
"Extremely important",1,2,2,10000,2,3,2,12969.2728628567,"Catholic","Democrat"
"Extremely important",1,2,2,1100,1,1,2,5217.18144614489,"Evangelical Protestant","Democrat"
"Very important",1,1,4,1200,1,3,1,17958.3117708676,"Mainline Protestant","Republican"
"Very important",1,1,1,90002,3,3,2,2670.74269646603,"Other Faiths","Democrat"
"Extremely important",1,1,1,10000,1,4,2,6080.19523822502,"Catholic","Democrat"
"Somewhat important",1,1,2,1200,2,2,3,370.218041772053,"Mainline Protestant","Independent"
"Extremely important",1,1,2,1100,1,2,3,9747.90557510904,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1100,1,1,1,30672.8684869663,"Evangelical Protestant","Republican"
"Extremely important",1,1,2,1100,2,3,1,8779.70295423796,"Evangelical Protestant","Republican"
"Not too important",1,1,1,1200,2,3,2,2063.03396817257,"Mainline Protestant","Democrat"
"Not at all important",1,3,1,100000,4,4,2,9480.43467690422,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,1200,2,3,2,5395.18775184731,"Mainline Protestant","Democrat"
"Very important",3,2,5,1200,1,2,1,20272.9995155007,"Mainline Protestant","Republican"
"Not at all important",1,2,1,90002,4,4,3,2977.8261152684,"Other Faiths","Independent"
"Extremely important",3,2,3,1100,2,3,2,2403.10565165066,"Evangelical Protestant","Democrat"
"Very important",1,1,2,1300,2,4,2,3767.26762567428,"Historically Black Protestant","Democrat"
"Somewhat important",1,1,2,100000,3,4,2,5533.54850665194,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1200,2,2,1,2511.82563266585,"Mainline Protestant","Republican"
"Extremely important",2,1,5,1100,2,3,1,16636.5562772193,"Evangelical Protestant","Republican"
"Extremely important",2,1,1,1300,1,1,4,6138.60230010005,"Historically Black Protestant","Something else"
"Very important",3,2,2,100000,3,4,2,3002.17087910467,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,10000,2,3,3,11977.0003395419,"Catholic","Independent"
"Extremely important",1,1,1,50000,3,3,3,13101.5352785953,"Jewish","Independent"
"Not too important",1,2,1,100000,4,3,2,7593.11901102741,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,3,1100,2,2,1,3969.11614516668,"Evangelical Protestant","Republican"
"Not at all important",2,2,2,100000,4,4,2,1698.23069853402,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,100000,4,3,1,6999.0587140139,"Religiously Unaffiliated","Republican"
"Somewhat important",3,1,2,70000,2,3,4,10628.3636160395,"Buddhist","Something else"
"Not at all important",2,3,2,50000,3,5,2,5746.3618497326,"Jewish","Democrat"
"Somewhat important",1,2,1,100000,3,3,3,844.032213360158,"Religiously Unaffiliated","Independent"
"Not too important",2,2,4,10000,3,2,3,6123.43176262628,"Catholic","Independent"
"Very important",2,1,3,1100,2,2,1,7141.68809424769,"Evangelical Protestant","Republican"
"Not too important",1,1,2,100000,4,5,2,15858.1914991237,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,1200,2,3,2,5407.60116373656,"Mainline Protestant","Democrat"
"Extremely important",1,1,2,1100,2,2,1,4742.03905046058,"Evangelical Protestant","Republican"
"Not too important",1,1,1,10000,4,4,2,5145.84510609687,"Catholic","Democrat"
"Extremely important",2,2,3,1100,1,2,1,7732.81543927367,"Evangelical Protestant","Republican"
"Somewhat important",2,3,2,10000,1,3,2,4960.62330729257,"Catholic","Democrat"
"Somewhat important",3,3,3,100000,2,3,3,5492.53150375218,"Religiously Unaffiliated","Independent"
"Very important",2,2,1,40002,4,5,3,1728.68991951107,"Other Christian","Independent"
"Very important",2,2,2,40002,2,3,2,6765.2073357111,"Other Christian","Democrat"
"Very important",2,2,3,1200,2,2,1,6829.15284571958,"Mainline Protestant","Republican"
"Not at all important",2,1,1,100000,4,3,3,4611.89049617314,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,4,1100,2,2,2,3777.99355544325,"Evangelical Protestant","Democrat"
"Somewhat important",1,2,4,1200,3,3,4,42726.2409196728,"Mainline Protestant","Something else"
"Very important",1,1,1,10000,2,3,2,2384.62151675163,"Catholic","Democrat"
"Extremely important",1,1,2,1100,2,2,4,14012.3483595644,"Evangelical Protestant","Something else"
"Somewhat important",2,1,1,100000,2,4,2,5319.79118363142,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,80000,2,4,3,13167.5271484319,"Hindu","Independent"
"Very important",2,1,2,1200,2,2,1,19191.8217063084,"Mainline Protestant","Republican"
"Very important",2,2,2,1100,2,3,1,43457.145884684,"Evangelical Protestant","Republican"
"Somewhat important",2,1,2,1200,3,3,2,6279.29900245494,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,1100,2,4,2,2670.26381306837,"Evangelical Protestant","Democrat"
"Extremely important",1,2,3,10000,1,2,3,5135.12421885282,"Catholic","Independent"
"Extremely important",1,1,1,1300,1,5,4,20477.9794180956,"Historically Black Protestant","Something else"
"Somewhat important",2,2,2,1200,2,3,3,2497.49467067322,"Mainline Protestant","Independent"
"Extremely important",1,1,3,1100,4,2,1,7286.87079072997,"Evangelical Protestant","Republican"
"Not too important",1,1,1,70000,3,5,2,4919.18449152514,"Buddhist","Democrat"
"Very important",2,2,2,1100,2,1,1,2356.30014632647,"Evangelical Protestant","Republican"
"Not too important",1,1,1,100000,4,5,3,2010.82432979668,"Religiously Unaffiliated","Independent"
"Very important",1,1,2,10000,2,2,4,1298.33764079893,"Catholic","Something else"
"Somewhat important",1,1,2,1200,3,1,1,1339.42887055201,"Mainline Protestant","Republican"
"Not too important",1,1,1,100000,4,5,2,3499.98184114477,"Religiously Unaffiliated","Democrat"
"Very important",1,1,2,100000,2,2,1,4699.05866446514,"Religiously Unaffiliated","Republican"
"Somewhat important",2,1,2,10000,3,3,3,673.018454412963,"Catholic","Independent"
"Not at all important",1,1,1,100000,4,3,3,2102.40121327421,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,3,3,3205.18904350857,"Religiously Unaffiliated","Independent"
"Not too important",1,2,1,100000,3,5,2,7485.4870381475,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,2,50000,1,5,2,1160.51350607529,"Jewish","Democrat"
"Not too important",2,2,1,10000,4,4,2,5286.47586749181,"Catholic","Democrat"
"Somewhat important",2,2,1,10000,3,4,4,7016.41652420369,"Catholic","Something else"
"Extremely important",1,1,1,10000,1,2,3,3841.0767174554,"Catholic","Independent"
"Somewhat important",1,1,1,1200,4,3,3,852.374419238104,"Mainline Protestant","Independent"
"Extremely important",1,1,3,1200,1,3,3,4553.11197615209,"Mainline Protestant","Independent"
"Very important",1,1,1,1100,2,3,3,4529.87743603379,"Evangelical Protestant","Independent"
"Somewhat important",2,1,3,1100,3,2,1,7408.34365797215,"Evangelical Protestant","Republican"
"Somewhat important",1,2,1,90002,3,3,3,5043.54225820512,"Other Faiths","Independent"
"Very important",2,2,2,10000,2,4,2,1313.6560794372,"Catholic","Democrat"
"Somewhat important",1,1,1,100000,3,3,1,10135.0658603413,"Religiously Unaffiliated","Republican"
"Extremely important",1,1,1,1100,1,2,3,2547.64192172818,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1300,1,1,3,7469.68028492111,"Historically Black Protestant","Independent"
"Somewhat important",2,2,2,100000,3,2,1,3808.35289085149,"Religiously Unaffiliated","Republican"
"Somewhat important",1,1,2,100000,3,2,1,7244.56640473033,"Religiously Unaffiliated","Republican"
"Extremely important",1,1,4,1100,2,1,1,30772.5344470688,"Evangelical Protestant","Republican"
"Not too important",1,1,2,100000,3,3,3,2092.78326341613,"Religiously Unaffiliated","Independent"
"Not too important",2,3,4,20000,1,4,4,17478.1123636429,"Mormon","Something else"
"Somewhat important",1,1,3,70000,2,5,2,5227.24483431078,"Buddhist","Democrat"
"Somewhat important",1,1,1,100000,4,5,2,4060.37150155149,"Religiously Unaffiliated","Democrat"
"Not at all important",3,2,2,100000,4,4,3,1649.57245749999,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,1200,1,1,1,1655.76848190962,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,10000,3,3,3,2068.51449869179,"Catholic","Independent"
"Somewhat important",1,1,2,1200,2,3,3,25469.0002819062,"Mainline Protestant","Independent"
"Extremely important",1,1,1,1100,2,2,3,5131.06894116813,"Evangelical Protestant","Independent"
"Not too important",1,1,2,80000,3,4,3,11413.3853552494,"Hindu","Independent"
"Very important",3,3,3,10000,3,3,1,43537.7551506862,"Catholic","Republican"
"Very important",2,2,2,10000,2,3,2,37419.6531913023,"Catholic","Democrat"
"Not at all important",1,1,1,100000,4,4,2,2231.10434128527,"Religiously Unaffiliated","Democrat"
"Somewhat important",3,2,2,10000,2,3,4,11373.1458106721,"Catholic","Something else"
"Very important",1,2,1,1200,2,4,2,4476.70497610074,"Mainline Protestant","Democrat"
"Extremely important",2,2,4,10000,1,3,1,6305.62510473625,"Catholic","Republican"
"Not too important",2,2,2,10000,3,3,1,26474.1890793429,"Catholic","Republican"
"Not at all important",1,1,1,100000,4,5,2,19259.1211681553,"Religiously Unaffiliated","Democrat"
"Extremely important",1,2,1,20000,1,3,3,3810.33702560177,"Mormon","Independent"
"Very important",2,2,2,1200,2,2,1,7155.66897178109,"Mainline Protestant","Republican"
"Very important",1,2,2,1100,3,3,2,4505.63133539355,"Evangelical Protestant","Democrat"
"Very important",1,1,3,1100,2,4,2,11461.6244334236,"Evangelical Protestant","Democrat"
"Somewhat important",2,3,2,10000,1,3,3,4572.35673336196,"Catholic","Independent"
"Extremely important",2,2,3,10000,1,3,2,2154.83494147419,"Catholic","Democrat"
"Extremely important",3,2,3,1100,1,1,1,3987.25683087186,"Evangelical Protestant","Republican"
"Very important",1,1,3,10000,3,2,3,6370.00072530686,"Catholic","Independent"
"Very important",2,2,2,1200,2,2,1,2790.03992066128,"Mainline Protestant","Republican"
"Very important",1,1,2,100000,2,5,3,7304.85619871848,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,100000,2,3,3,1889.59166387272,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,10000,3,2,1,4151.72884757156,"Catholic","Republican"
"Not at all important",2,2,1,100000,3,4,3,18129.717152572,"Religiously Unaffiliated","Independent"
"Not at all important",1,2,1,100000,4,5,3,2420.11485422572,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,1,100000,3,2,3,785.166825371851,"Religiously Unaffiliated","Independent"
"Extremely important",2,1,3,1100,1,1,1,15300.7558764199,"Evangelical Protestant","Republican"
